Polygon_ID,CliffTop_Z
1766,17.127
1767,17.127
1768,17.127
1769,17.127
1770,17.127
1771,17.127
1772,17.127
1773,17.127
1774,17.127
1775,17.127
1776,17.127
1777,17.127
1778,17.127
1779,17.127
1780,17.127
1781,17.127
1782,17.127
1783,17.127
1784,17.127
1785,17.127
1786,17.127
1787,17.127
1788,17.127
1789,17.127
1790,17.127
1791,17.127
1792,17.127
1793,17.127
1794,17.127
1795,17.127
1796,17.127
1797,17.127
1798,17.127
1799,17.127
1800,17.127
1801,17.127
1802,17.127
1803,17.127
1804,17.127
1805,17.127
1806,17.127
1807,17.127
1808,17.127
1809,17.127
1810,17.127
1811,17.127
1812,17.127
1813,17.127
1814,17.127
1815,17.127
1816,17.127
1817,17.127
1818,17.127
1819,17.127
1820,17.127
1821,17.127
1822,17.127
1823,17.127
1824,17.127
1825,17.127
1826,17.127
1827,17.127
1828,17.127
1829,17.127
1830,17.127
1831,17.127
1832,17.127
1833,17.127
1834,17.127
1835,17.127
1836,17.127
1837,17.127
1838,17.127
1839,17.127
1840,17.127
1841,17.127
1842,17.127
1843,17.127
1844,17.127
1845,17.127
1846,17.127
1847,17.127
1848,17.127
1849,17.127
1850,17.127
1851,17.127
1852,17.127
1853,17.127
1854,17.127
1855,17.127
1856,17.127
1857,17.127
1858,17.127
1859,17.127
1860,17.127
1861,17.127
1862,17.127
1863,17.127
1864,17.127
1865,17.127
1866,17.127
1867,17.127
1868,17.127
1869,17.127
1870,17.127
1871,17.127
1872,17.127
1873,17.127
1874,17.127
1875,17.127
1876,17.127
1877,17.127
1878,17.127
1879,17.127
1880,17.127
1881,17.127
1882,17.127
1883,17.127
1884,17.127
1885,17.127
1886,17.127
1887,17.127
1888,17.127
1889,17.127
1890,17.127
1891,17.127
1892,17.127
1893,17.127
1894,17.127
1895,17.127
1896,17.127
1897,17.127
1898,17.127
1899,17.127
1900,17.127
1901,17.127
1902,17.127
1903,17.127
1904,17.127
1905,17.127
1906,17.127
1907,17.127
1908,17.127
1909,17.127
1910,17.127
1911,17.127
1912,17.127
1913,17.127
1914,17.127
1915,17.127
1916,17.127
1917,17.127
1918,17.127
1919,17.127
1920,17.127
1921,17.127
1922,17.127
1923,17.128
1924,17.131
1925,17.134
1926,17.137
1927,17.14
1928,17.143
1929,17.146
1930,17.149
1931,17.152
1932,17.155
1933,17.158
1934,17.162
1935,17.165
1936,17.165
1937,17.165
1938,17.165
1939,17.165
1940,17.165
1941,17.165
1942,17.165
1943,17.165
1944,17.165
1945,17.165
1946,17.165
1947,17.165
1948,17.165
1949,17.165
1950,17.165
1951,17.165
1952,17.165
1953,17.165
1954,17.165
1955,17.165
1956,17.165
1957,17.165
1958,17.165
1959,17.165
1960,17.165
1961,17.165
1962,17.165
1963,17.166
1964,17.169
1965,17.172
1966,17.175
1967,17.178
1968,17.181
1969,17.184
1970,17.187
1971,17.19
1972,17.193
1973,17.196
1974,17.199
1975,17.203
1976,17.203
1977,17.203
1978,17.203
1979,17.203
1980,17.203
1981,17.203
1982,17.203
1983,17.203
1984,17.203
1985,17.203
1986,17.203
1987,17.203
1988,17.203
1989,17.203
1990,17.203
1991,17.203
1992,17.203
1993,17.203
1994,17.203
1995,17.203
1996,17.203
1997,17.203
1998,17.203
1999,17.203
2000,17.203
2001,17.206
2002,17.209
2003,17.212
2004,17.215
2005,17.218
2006,17.221
2007,17.224
2008,17.227
2009,17.23
2010,17.233
2011,17.236
2012,17.239
2013,17.242
2014,17.244
2015,17.247
2016,17.249
2017,17.252
2018,17.254
2019,17.257
2020,17.259
2021,17.262
2022,17.265
2023,17.267
2024,17.27
2025,17.272
2026,17.275
2027,17.277
2028,17.278
2029,17.278
2030,17.278
2031,17.278
2032,17.278
2033,17.278
2034,17.278
2035,17.278
2036,17.278
2037,17.278
2038,17.278
2039,17.278
2040,17.278
2041,17.278
2042,17.278
2043,17.278
2044,17.278
2045,17.278
2046,17.278
2047,17.278
2048,17.278
2049,17.278
2050,17.278
2051,17.278
2052,17.278
2053,17.28
2054,17.283
2055,17.286
2056,17.289
2057,17.292
2058,17.295
2059,17.298
2060,17.301
2061,17.304
2062,17.307
2063,17.31
2064,17.313
2065,17.316
2066,17.316
2067,17.316
2068,17.316
2069,17.316
2070,17.316
2071,17.316
2072,17.316
2073,17.316
2074,17.316
2075,17.316
2076,17.316
2077,17.316
2078,17.318
2079,17.321
2080,17.324
2081,17.327
2082,17.33
2083,17.333
2084,17.336
2085,17.339
2086,17.342
2087,17.345
2088,17.348
2089,17.351
2090,17.354
2091,17.354
2092,17.354
2093,17.354
2094,17.354
2095,17.354
2096,17.354
2097,17.354
2098,17.354
2099,17.354
2100,17.354
2101,17.354
2102,17.354
2103,17.354
2104,17.354
2105,17.354
2106,17.354
2107,17.354
2108,17.354
2109,17.354
2110,17.354
2111,17.354
2112,17.354
2113,17.354
2114,17.354
2115,17.354
2116,17.354
2117,17.354
2118,17.356
2119,17.359
2120,17.362
2121,17.365
2122,17.368
2123,17.371
2124,17.374
2125,17.377
2126,17.38
2127,17.383
2128,17.386
2129,17.389
